date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:51:45	141/141	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Oct%202024%2019:51:45%20GMT	http://ccvcl.org/robots.txt		(from )
15:51:45	35292/35292	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:51:45%20GMT	http://ccvcl.org/	D:/CCvclweb/CCvcl/ccvcl.org/index.html	(from )
15:51:46	110035/110035	---M--	200	added ('OK')	text/css	etag:%22657a699f-1add3%22	http://ccvcl.org/wp-includes/css/dist/block-library/style.min.css?ver=6.4.2	D:/CCvclweb/CCvcl/ccvcl.org/wp-includes/css/dist/block-library/style.min1e39.css	(from http://ccvcl.org/)
15:51:46	68557/68557	---M--	200	added ('OK')	text/css	etag:%22657a7277-10bcd%22	http://ccvcl.org/wp-content/themes/bradbury-custom/style.css?ver=2.1.4	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/style6b25.css	(from http://ccvcl.org/)
15:51:48	1484/1484	---M--	200	added ('OK')	text/css	etag:%22657a7277-5cc%22	http://ccvcl.org/wp-content/themes/bradbury-custom/css/icomoon.css?ver=2.1.4	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/css/icomoon6b25.css	(from http://ccvcl.org/)
15:51:49	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%22657a699f-3509%22	http://ccvcl.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/CCvclweb/CCvcl/ccvcl.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://ccvcl.org/)
15:51:50	4499/4499	---M--	200	added ('OK')	application/javascript	etag:%22657a7277-1193%22	http://ccvcl.org/wp-content/themes/bradbury-custom/js/superfish.min.js?ver=1	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/js/superfish.min68b3.js	(from http://ccvcl.org/)
15:51:52	23089/23089	---M--	200	added ('OK')	application/javascript	etag:%22657a7277-5a31%22	http://ccvcl.org/wp-content/themes/bradbury-custom/js/jquery.flexslider-min.js?ver=1	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/js/jquery.flexslider-min68b3.js	(from http://ccvcl.org/)
15:51:54	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%22657a699f-15601%22	http://ccvcl.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/CCvclweb/CCvcl/ccvcl.org/wp-includes/js/jquery/jquery.minf43b.js	(from http://ccvcl.org/)
15:51:54	16482/16482	---MC-	200	added ('OK')	application/json	date:Fri,%2004%20Oct%202024%2019:51:52%20GMT	http://ccvcl.org/wp-json/wp/v2/pages/84	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/wp/v2/pages/84.json	(from http://ccvcl.org/)
15:51:55	762/762	---MC-	200	added ('OK')	text/xml	date:Fri,%2004%20Oct%202024%2019:51:54%20GMT	http://ccvcl.org/xmlrpc.php?rsd	D:/CCvclweb/CCvcl/ccvcl.org/xmlrpc0db0.php	(from http://ccvcl.org/)
15:51:56	2169/2169	---MC-	200	added ('OK')	application/json	date:Fri,%2004%20Oct%202024%2019:51:55%20GMT	http://ccvcl.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fccvcl.org%2F	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/oembed/1.0/embed5424.json	(from http://ccvcl.org/)
15:51:56	2328/2328	---MC-	200	added ('OK')	text/xml	date:Fri,%2004%20Oct%202024%2019:51:55%20GMT	http://ccvcl.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fccvcl.org%2F&format=xml	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/oembed/1.0/embed9a2a	(from http://ccvcl.org/)
15:51:57	1601/1601	---M--	200	added ('OK')	image/png	etag:%225ca65704-641%22	http://ccvcl.org/wp-content/uploads/2018/11/cropped-ccvcl_logo-32x32.png	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2018/11/cropped-ccvcl_logo-32x32.png	(from http://ccvcl.org/)
15:51:58	12790/12790	---M--	200	added ('OK')	image/png	etag:%225ca65704-31f6%22	http://ccvcl.org/wp-content/uploads/2018/11/cropped-ccvcl_logo-192x192.png	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2018/11/cropped-ccvcl_logo-192x192.png	(from http://ccvcl.org/)
15:51:59	11857/11857	---M--	200	added ('OK')	image/png	etag:%225ca65704-2e51%22	http://ccvcl.org/wp-content/uploads/2018/11/cropped-ccvcl_logo-180x180.png	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2018/11/cropped-ccvcl_logo-180x180.png	(from http://ccvcl.org/)
15:52:10	173358/173358	---MC-	200	added ('OK')	application/json	date:Fri,%2004%20Oct%202024%2019:51:54%20GMT	http://ccvcl.org/wp-json/	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/index.html	(from http://ccvcl.org/)
15:52:11	26754/26754	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:52:10%20GMT	http://ccvcl.org/ic-cae-ai4ia/	D:/CCvclweb/CCvcl/ccvcl.org/ic-cae-ai4ia/index.html	(from http://ccvcl.org/)
15:52:28	278837/278837	---M--	200	added ('OK')	image/png	etag:%225bf5ffd3-44135%22	http://ccvcl.org/wp-content/uploads/2018/11/ccvcl_logo.png	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2018/11/ccvcl_logo.png	(from http://ccvcl.org/)
15:52:37	234116/234116	---M--	200	added ('OK')	application/pdf	etag:%226643d816-39284%22	http://ccvcl.org/wp-content/uploads/2024/05/Inclusify-Zahn-Grand-Prize-Social-Impact-2024.pdf	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2024/05/Inclusify-Zahn-Grand-Prize-Social-Impact-2024.pdf	(from http://ccvcl.org/)
15:53:18	541594/541594	---M--	200	added ('OK')	image/jpeg	etag:%226643d843-8439a%22	http://ccvcl.org/wp-content/uploads/2024/05/EmployAble-Zahn_Second_Prize-Social-Impact-2024-scaled.jpeg	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2024/05/EmployAble-Zahn_Second_Prize-Social-Impact-2024-scaled.jpg	(from http://ccvcl.org/)
15:53:46	26929/26929	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:53:46%20GMT	http://ccvcl.org/smart-and-accessible-transportation-hub/	D:/CCvclweb/CCvcl/ccvcl.org/smart-and-accessible-transportation-hub/index.html	(from http://ccvcl.org/)
15:53:48	635437/635437	---M--	200	added ('OK')	image/jpeg	etag:%22663ce6d3-9b22d%22	http://ccvcl.org/wp-content/uploads/2024/05/Jiawei-Liu-GC-Poster-Competition-2024.jpeg	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2024/05/Jiawei-Liu-GC-Poster-Competition-2024.jpg	(from http://ccvcl.org/)
15:54:49	384141/384141	---M--	200	added ('OK')	application/pdf	etag:%2264935d6a-5dc8d%22	http://ccvcl.org/wp-content/uploads/2023/06/Congratulations-to-our-2023-Cohort-and-Prize-Winners-Zhigang-Zhu_compressed.pdf	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2023/06/Congratulations-to-our-2023-Cohort-and-Prize-Winners-Zhigang-Zhu_compressed.pdf	(from http://ccvcl.org/)
15:58:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Oct%202024%2019:58:41%20GMT	http://ccvcl.org/people	D:/CCvclweb/CCvcl/ccvcl.org/people.19.delayed	(from http://ccvcl.org/)
15:58:42	46514/46514	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:58:41%20GMT	http://ccvcl.org/previous-activities/	D:/CCvclweb/CCvcl/ccvcl.org/previous-activities/index.html	(from http://ccvcl.org/)
15:58:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Oct%202024%2019:58:42%20GMT	http://ccvcl.org/research	D:/CCvclweb/CCvcl/ccvcl.org/research	(from http://ccvcl.org/)
15:58:43	28574/28574	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:58:42%20GMT	http://ccvcl.org/people/	D:/CCvclweb/CCvcl/ccvcl.org/people/index.html	(from http://ccvcl.org/)
15:58:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Oct%202024%2019:58:43%20GMT	http://ccvcl.org/publications	D:/CCvclweb/CCvcl/ccvcl.org/publications	(from http://ccvcl.org/)
15:58:44	27224/27224	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:58:43%20GMT	http://ccvcl.org/research-projects/	D:/CCvclweb/CCvcl/ccvcl.org/research-projects/index.html	(from http://ccvcl.org/)
15:58:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Oct%202024%2019:58:44%20GMT	http://ccvcl.org/courses	D:/CCvclweb/CCvcl/ccvcl.org/courses	(from http://ccvcl.org/)
15:58:46	100511/100511	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:58:44%20GMT	http://ccvcl.org/publications/	D:/CCvclweb/CCvcl/ccvcl.org/publications/index.html	(from http://ccvcl.org/)
15:58:46	6675/6675	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:58:45%20GMT	http://ccvcl.org/wp-login.php	D:/CCvclweb/CCvcl/ccvcl.org/wp-login.html	(from http://ccvcl.org/)
15:58:47	51198/51198	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:58:46%20GMT	http://ccvcl.org/courses/	D:/CCvclweb/CCvcl/ccvcl.org/courses/index.html	(from http://ccvcl.org/)
15:58:48	1197/1197	---M--	200	added ('OK')	application/javascript	etag:%22657a7277-4ad%22	http://ccvcl.org/wp-content/themes/bradbury-custom/js/bradbury.js?ver=2.1.4	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/js/bradbury6b25.js	(from http://ccvcl.org/)
15:58:51	439330/439330	---M--	200	added ('OK')	image/png	etag:%2262aa3cfb-6b422%22	http://ccvcl.org/wp-content/uploads/2022/06/Zahn-Software-Grand-Prize-Autism-Bridge-2022.png	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2022/06/Zahn-Software-Grand-Prize-Autism-Bridge-2022.png	(from http://ccvcl.org/)
15:58:54	21308/21308	---M--	200	added ('OK')	application/octet-stream	etag:%22657a7277-533c%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-regular.woff2	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-regular.woff2	(from http://ccvcl.org/wp-content/themes/bradbury-custom/style.css?ver=2.1.4)
15:58:56	26428/26428	---M--	200	added ('OK')	application/font-woff	etag:%22657a7277-673c%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-regular.woff	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-regular.woff	(from http://ccvcl.org/wp-content/themes/bradbury-custom/style.css?ver=2.1.4)
15:58:58	21308/21308	---M--	200	added ('OK')	application/octet-stream	etag:%22657a7277-533c%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-600.woff2	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-600.woff2	(from http://ccvcl.org/wp-content/themes/bradbury-custom/style.css?ver=2.1.4)
15:59:01	26356/26356	---M--	200	added ('OK')	application/font-woff	etag:%22657a7277-66f4%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-600.woff	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-600.woff	(from http://ccvcl.org/wp-content/themes/bradbury-custom/style.css?ver=2.1.4)
15:59:03	20748/20748	---M--	200	added ('OK')	application/octet-stream	etag:%22657a7277-510c%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-700.woff2	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-700.woff2	(from http://ccvcl.org/wp-content/themes/bradbury-custom/style.css?ver=2.1.4)
15:59:06	25600/25600	---M--	200	added ('OK')	application/font-woff	etag:%22657a7277-6400%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-700.woff	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-700.woff	(from http://ccvcl.org/wp-content/themes/bradbury-custom/style.css?ver=2.1.4)
15:59:08	23716/23716	---M--	200	added ('OK')	application/octet-stream	etag:%22657a7277-5ca4%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-italic.woff2	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-italic.woff2	(from http://ccvcl.org/wp-content/themes/bradbury-custom/style.css?ver=2.1.4)
15:59:11	29128/29128	---M--	200	added ('OK')	application/font-woff	etag:%22657a7277-71c8%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-italic.woff	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-italic.woff	(from http://ccvcl.org/wp-content/themes/bradbury-custom/style.css?ver=2.1.4)
15:59:13	23716/23716	---M--	200	added ('OK')	application/octet-stream	etag:%22657a7277-5ca4%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-600italic.woff2	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-600italic.woff2	(from http://ccvcl.org/wp-content/themes/bradbury-custom/style.css?ver=2.1.4)
15:59:16	29140/29140	---M--	200	added ('OK')	application/font-woff	etag:%22657a7277-71d4%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-600italic.woff	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/open-sans-v27-latin_cyrillic-600italic.woff	(from http://ccvcl.org/wp-content/themes/bradbury-custom/style.css?ver=2.1.4)
15:59:17	1148/1148	---M--	200	added ('OK')	image/png	etag:%22657a7277-47c%22	http://ccvcl.org/wp-content/themes/bradbury-custom/images/sprite-arrows.png	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/images/sprite-arrows.png	(from http://ccvcl.org/wp-content/themes/bradbury-custom/style.css?ver=2.1.4)
15:59:17	3148/3148	---M--	200	added ('OK')	application/octet-stream	etag:%22657a7277-c4c%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/icomoon.ttf?nw1ubk	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/icomoon7ae8.ttf	(from http://ccvcl.org/wp-content/themes/bradbury-custom/css/icomoon.css?ver=2.1.4)
15:59:18	3224/3224	---M--	200	added ('OK')	application/font-woff	etag:%22657a7277-c98%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/icomoon.woff?nw1ubk	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/icomoon7ae8.woff	(from http://ccvcl.org/wp-content/themes/bradbury-custom/css/icomoon.css?ver=2.1.4)
15:59:18	8087/8087	---M--	200	added ('OK')	image/svg+xml	etag:%22657a7277-1f97%22	http://ccvcl.org/wp-content/themes/bradbury-custom/fonts/icomoon.svg?nw1ubk	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/themes/bradbury-custom/fonts/icomoon7ae8.svg	(from http://ccvcl.org/wp-content/themes/bradbury-custom/css/icomoon.css?ver=2.1.4)
15:59:20	9136/9136	---MC-	200	added ('OK')	application/json	date:Fri,%2004%20Oct%202024%2019:59:18%20GMT	http://ccvcl.org/wp-json/wp/v2/pages/1750	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/wp/v2/pages/1750.json	(from http://ccvcl.org/ic-cae-ai4ia/)
15:59:21	2336/2336	---MC-	200	added ('OK')	application/json	date:Fri,%2004%20Oct%202024%2019:59:20%20GMT	http://ccvcl.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fccvcl.org%2Fic-cae-ai4ia%2F	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/oembed/1.0/embed1243.json	(from http://ccvcl.org/ic-cae-ai4ia/)
15:59:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Oct%202024%2019:59:21%20GMT	http://ccvcl.org/?p=1750	D:/CCvclweb/CCvcl/ccvcl.org/index3790.html	(from http://ccvcl.org/ic-cae-ai4ia/)
15:59:22	2493/2493	---MC-	200	added ('OK')	text/xml	date:Fri,%2004%20Oct%202024%2019:59:21%20GMT	http://ccvcl.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fccvcl.org%2Fic-cae-ai4ia%2F&format=xml	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/oembed/1.0/embed6685	(from http://ccvcl.org/ic-cae-ai4ia/)
15:59:24	18820/18820	---M--	200	added ('OK')	image/jpeg	etag:%2260690e0b-4984%22	http://ccvcl.org/wp-content/uploads/2021/04/AI4IA-Logo-3-1024x325.jpg	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2021/04/AI4IA-Logo-3-1024x325.jpg	(from http://ccvcl.org/ic-cae-ai4ia/)
15:59:30	63993/63993	---M--	200	added ('OK')	image/jpeg	etag:%22606799aa-f9f9%22	http://ccvcl.org/wp-content/uploads/2021/04/banner-1024x523.jpg	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2021/04/banner-1024x523.jpg	(from http://ccvcl.org/ic-cae-ai4ia/)
15:59:31	24203/24203	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:59:30%20GMT	http://ccvcl.org/ic-cae-ai4ia/ai4ia-rakesh-teddy-kumar/	D:/CCvclweb/CCvcl/ccvcl.org/ic-cae-ai4ia/ai4ia-rakesh-teddy-kumar/index.html	(from http://ccvcl.org/ic-cae-ai4ia/)
15:59:32	26464/26464	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:59:31%20GMT	http://ccvcl.org/ic-cae-ai4ia/ai4ia-colloquium-speaker-erik-blasch/	D:/CCvclweb/CCvcl/ccvcl.org/ic-cae-ai4ia/ai4ia-colloquium-speaker-erik-blasch/index.html	(from http://ccvcl.org/ic-cae-ai4ia/)
15:59:33	24383/24383	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:59:32%20GMT	http://ccvcl.org/ic-cae-ai4ia/ai4ia-colloquium-speaker-fred-roberts/	D:/CCvclweb/CCvcl/ccvcl.org/ic-cae-ai4ia/ai4ia-colloquium-speaker-fred-roberts/index.html	(from http://ccvcl.org/ic-cae-ai4ia/)
15:59:34	866888/866888	---M--	200	added ('OK')	image/jpeg	etag:%2262aa3c8a-d3a48%22	http://ccvcl.org/wp-content/uploads/2022/06/CREATE-Prizes-Both-SS-and-ASLNow-scaled.jpeg	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2022/06/CREATE-Prizes-Both-SS-and-ASLNow-scaled.jpg	(from http://ccvcl.org/)
15:59:34	21968/21968	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:59:33%20GMT	http://ccvcl.org/ic-cae-ai4ia/ai4ia-colloquium-speaker-greg-olmschenk/	D:/CCvclweb/CCvcl/ccvcl.org/ic-cae-ai4ia/ai4ia-colloquium-speaker-greg-olmschenk/index.html	(from http://ccvcl.org/ic-cae-ai4ia/)
15:59:34	23832/23832	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:59:33%20GMT	http://ccvcl.org/ic-cae-ai4ia/ai4ia-colloquium-panel-benjamin-rosado-jin-chen-and-tyler-franklin/	D:/CCvclweb/CCvcl/ccvcl.org/ic-cae-ai4ia/ai4ia-colloquium-panel-benjamin-rosado-jin-chen-and-tyler-franklin/index.html	(from http://ccvcl.org/ic-cae-ai4ia/)
15:59:35	7584/7584	---MC-	200	added ('OK')	application/json	date:Fri,%2004%20Oct%202024%2019:59:34%20GMT	http://ccvcl.org/wp-json/wp/v2/pages/361	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/wp/v2/pages/361.json	(from http://ccvcl.org/smart-and-accessible-transportation-hub/)
15:59:35	25420/25420	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2019:59:34%20GMT	http://ccvcl.org/ic-cae-ai4ia/ai4ia-colloquium-speaker-mubarak-shah/	D:/CCvclweb/CCvcl/ccvcl.org/ic-cae-ai4ia/ai4ia-colloquium-speaker-mubarak-shah/index.html	(from http://ccvcl.org/ic-cae-ai4ia/)
15:59:35	2320/2320	---MC-	200	added ('OK')	application/json	date:Fri,%2004%20Oct%202024%2019:59:35%20GMT	http://ccvcl.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fccvcl.org%2Fsmart-and-accessible-transportation-hub%2F	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/oembed/1.0/embed3aca.json	(from http://ccvcl.org/smart-and-accessible-transportation-hub/)
15:59:36	2477/2477	---MC-	200	added ('OK')	text/xml	date:Fri,%2004%20Oct%202024%2019:59:35%20GMT	http://ccvcl.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fccvcl.org%2Fsmart-and-accessible-transportation-hub%2F&format=xml	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/oembed/1.0/embed0424	(from http://ccvcl.org/smart-and-accessible-transportation-hub/)
15:59:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Oct%202024%2019:59:36%20GMT	http://ccvcl.org/?p=361	D:/CCvclweb/CCvcl/ccvcl.org/index76f0.html	(from http://ccvcl.org/smart-and-accessible-transportation-hub/)
16:12:00	6779138/6779138	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%22654bd1a3-677102%22	http://ccvcl.org/wp-content/uploads/2023/11/20231010-Ribbon-Copy-SYSTEM-AND-METHOD-FOR-REAL-TIME-INDOOR-NAVIGATION.pdf	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2023/11/20231010-Ribbon-Copy-SYSTEM-AND-METHOD-FOR-REAL-TIME-INDOOR-NAVIGATION.pdf	(from http://ccvcl.org/)
16:12:06	27899/27899	---MC-	200	added ('OK')	application/json	date:Fri,%2004%20Oct%202024%2020:12:00%20GMT	http://ccvcl.org/wp-json/wp/v2/posts/338	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/wp/v2/posts/338.json	(from http://ccvcl.org/previous-activities/)
16:12:07	2220/2220	---MC-	200	added ('OK')	application/json	date:Fri,%2004%20Oct%202024%2020:12:06%20GMT	http://ccvcl.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fccvcl.org%2Fprevious-activities%2F	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/oembed/1.0/embed97a7.json	(from http://ccvcl.org/previous-activities/)
16:12:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Oct%202024%2020:12:07%20GMT	http://ccvcl.org/?p=338	D:/CCvclweb/CCvcl/ccvcl.org/indexbcd6.html	(from http://ccvcl.org/previous-activities/)
16:12:08	2377/2377	---MC-	200	added ('OK')	text/xml	date:Fri,%2004%20Oct%202024%2020:12:07%20GMT	http://ccvcl.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fccvcl.org%2Fprevious-activities%2F&format=xml	D:/CCvclweb/CCvcl/ccvcl.org/wp-json/oembed/1.0/embedc071	(from http://ccvcl.org/previous-activities/)
16:24:08	10139670/10139670	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%2264ce852f-9ab816%22	http://ccvcl.org/wp-content/uploads/2023/08/JinChen_MasterThesis_ObjectDetectionSystem.pdf	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2023/08/JinChen_MasterThesis_ObjectDetectionSystem.pdf	(from http://ccvcl.org/)
16:24:09	21873/21873	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2020:24:08%20GMT	http://ccvcl.org/category/uncategorized/	D:/CCvclweb/CCvcl/ccvcl.org/category/uncategorized/index.html	(from http://ccvcl.org/previous-activities/)
16:25:54	649410/649410	---M--	200	added ('OK')	image/png	etag:%225f53d6d2-9e8c2%22	http://ccvcl.org/wp-content/uploads/2020/09/Winner-Announcement-Best-Poster-Competition.png	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2020/09/Winner-Announcement-Best-Poster-Competition.png	(from http://ccvcl.org/previous-activities/)
16:25:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Oct%202024%2020:25:54%20GMT	http://ccvcl.org/professor-zhigang-zhu/computer-vision-and-image-processing-spring-2020/	D:/CCvclweb/CCvcl/ccvcl.org/professor-zhigang-zhu/computer-vision-and-image-processing-spring-2020/index.html	(from http://ccvcl.org/previous-activities/)
16:30:32	13896898/13896898	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%2266fac790-d40cc2%22	http://ccvcl.org/wp-content/uploads/2024/09/CUNY-GC_PhD-Thesis_Xuan_Wang-2024.pdf	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2024/09/CUNY-GC_PhD-Thesis_Xuan_Wang-2024.pdf	(from http://ccvcl.org/)
16:30:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Oct%202024%2020:30:32%20GMT	http://ccvcl.org/olmschenk-dissertation	D:/CCvclweb/CCvcl/ccvcl.org/olmschenk-dissertation.3b.delayed	(from http://ccvcl.org/previous-activities/)
16:30:33	21230/21230	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Oct%202024%2020:30:32%20GMT	http://ccvcl.org/olmschenk-dissertation/	D:/CCvclweb/CCvcl/ccvcl.org/olmschenk-dissertation/index.html	(from http://ccvcl.org/previous-activities/)
16:33:58	8106950/8106950	---M--	200	added ('OK')	application/pdf	etag:%2264ce88df-7bb3c6%22	http://ccvcl.org/wp-content/uploads/2023/08/SnapshotNet__Self_supervised_Feature_Learning_for_Point_Cloud_Data_Segmentation_Using_Minimal_Labeled_Data-Alex-Li.pdf	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2023/08/SnapshotNet__Self_supervised_Feature_Learning_for_Point_Cloud_Data_Segmentation_Using_Minimal_Labeled_Data-Alex-Li.pdf	(from http://ccvcl.org/previous-activities/)
16:34:28	14315714/14315714	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%2264ce84a6-da70c2%22	http://ccvcl.org/wp-content/uploads/2023/08/JL_Thesis.pdf	D:/CCvclweb/CCvcl/ccvcl.org/wp-content/uploads/2023/08/JL_Thesis.pdf	(from http://ccvcl.org/)
